32.8966077,-117.1373279
32.8320616,-116.9796343
32.8805598,-117.1657212
33.0236013,-117.0859264
32.7422734,-117.184648
32.8924532,-117.1447157
33.8272963,-116.4882907
32.8351688,-116.7626655
32.791766,-117.2543247
33.1402104,-117.2739244
32.763498,-117.1203007
33.1496945,-117.2299346
33.201994,-117.2427603
33.1893679,-117.374349
32.8985298,-117.1108975
32.7667708,-117.1952641
32.7276691,-117.1696954
32.7555861,-117.1323806
33.1485057,-117.2209386
32.6008465,-117.0829197
32.7579949,-117.2118382
33.188226,-117.226229
33.1450383,-117.2285578
32.7872833,-117.1021032
32.8466172,-116.9583392
32.771909,-117.020449
33.1481926,-117.2180778
32.5566856,-116.9568244
33.1950386,-117.3793846
32.8120021,-116.9725377
32.8320616,-116.9796343
33.0277812,-116.8892148
32.6978177,-117.1732552
32.771864,-117.2045481
32.8342713,-117.1544299
32.9915933,-117.2707002
33.132641,-117.2584
32.890339,-117.162898
33.1369175,-117.1934247
32.8856692,-117.1559366
32.7598229,-117.1302305
33.3827003,-117.2515165
32.7671084,-117.1539169
32.9070566,-117.1777777
32.7889952,-117.0997872
33.1395403,-117.2746495
32.7102641,-117.1562711
32.8373766,-117.1389664
32.7720037,-117.0233489
32.749106,-117.1499114
32.7550813,-117.1312581
32.8987482,-117.1207107
33.1455509,-117.2386716
32.7169988,-116.8761347
33.0792346,-116.6033394
33.0214255,-117.1133983
33.1244883,-117.3140585
32.7174391,-117.1670834
32.8471117,-117.2735911
32.8320492,-117.2312344
32.8965882,-117.2018129
32.7811122,-117.1000736
32.8331097,-117.156277
33.1616665,-117.2012434
32.8408148,-117.2743615
33.1362843,-117.2244859
33.2153901,-117.3507698
32.9433232,-117.0519932
32.8381209,-117.1400782
33.1720902,-117.3591475
32.890496,-117.149662
32.7476943,-117.1284572
32.8924532,-117.1447157
32.7071477,-117.1515916
32.7542471,-117.2062186
32.7138528,-117.1492565
33.1677115,-117.2203542
32.912605,-117.230486
33.0764718,-116.5905982
32.6520214,-116.9614074
33.2113331,-117.2731069
33.1085834,-117.1170077
32.9655615,-117.089808
32.7798822,-117.1293072
33.1387288,-117.2736205
32.9132697,-117.1128124
32.794261,-117.255312
32.8966077,-117.1373279
32.8328794,-116.9889504
33.1286489,-117.2500066
33.1598668,-117.347704
32.7479652,-117.250302
32.992923,-117.272216
33.1219335,-117.080178
32.7589732,-117.1303887
33.1416847,-117.1492963
33.2304601,-117.2266174
32.886637,-117.1571477
32.8310642,-117.1383989
32.8879902,-117.1595957
32.7165795,-117.1605885
33.1427435,-117.1925484
32.8712574,-117.2342668
32.8835677,-117.1717192
32.7922191,-117.0989101
33.1344684,-117.1909657
32.9948416,-117.0821519
32.8338314,-117.1462858
32.722027,-117.129944
32.8804822,-117.1634659
33.1160146,-117.1198876
32.7401545,-117.2111952
33.1049415,-117.2193149
32.7160213,-117.1590525
32.739475,-117.1255158
33.1370505,-117.2268223
33.230865,-117.021422
33.2031682,-117.2410031